Arabic,English
مدرسية,school
خياطة,sewing
فلتكن,Let it be
كارلسون,Carlson
مدان,convicted
يتيح,Allows
ينتمون,They belong
أملكها,I own it
مذهلا,Amazing
بالسرعة,Quickly
أهنئك,Congratulations
سباقات,races
سايلس,Sils
بإخفاء,By hiding
حزينا,Sad
بالهروب,By escaping
مالدي,Maldi
تفتقر,lack
المُناسب,The appropriate
ضابطة,officer
رامبل,Rumble
وانج,Wang
سنجدها,We will find it
تذكرها,Remember her
الفاصوليا,beans
أغمي,I fainted
ودع,let
تغيري,Change
ولايات,States
أخوية,brotherhood
بتحقيق,By investigation
هز,shake
تستلقي,lie down
لاجلك,For you
انقطع,Disconnected
مغسلة,washing machine
الطائفة,sect
حجارة,stones
القاعده,The rule
هويات,Identities
روتيني,routine
القضائي,judicial
جاكلين,Jacqueline
حملته,His campaign
ليموت,Let him die
روايات,Novels
حقيبته,His bag
صرخ,He screamed
تنطبق,Apply
مثيرٌ,arousing
ويعرف,And he knows
الصراصير,cockroaches
أحارب,I fight
حفيد,grandson
اعطينى,Give me
لاعبة,player
الإنعاش,resuscitation
للفضاء,For space
عاطفيا,emotionally
غفوة,snooze
نتجاوز,We go beyond
شاغر,vacant
التبريد,cooling
بالمحكمة,In court
مدربة,trainer
ثغرة,opening
متحمساً,Excited
نفدت,It ran out
أثرياء,wealthy
ويبدأ,And it begins
سأقدر,I will appreciate
سيقع,It will fall
ترحلين,You are leaving
ستوي,Stew
للكشف,To detect
بعشر,ten
أسرعت,I hurried
إثنا,Ithna
صيغة,formula
رجلِ,man
الثناء,praise
الصافرة,whistle
المكسورة,broken
تربيت,caress
بمدرسة,At school
فاتن,charming
شجاعتك,Your courage
فوّت,Miss
تبقيه,Keep it
والروح,and the spirit
يعنيك,It means you
إخراجك,Your exit
تتفوه,She speaks
ديمتري,Dmitry
وسأخبرك,And I will tell you
لنتناول,Let's eat
إتبعني,Follow me
أغنيتي,My song
بالارد,Ballard
أستعير,I borrow
الحلول,Solutions
لزم,It was necessary
منكن,From you
نفقة,expense
الباقى,the rest
للحضور,For attendance
سيطلب,He will request
أيمكنكم,Can you
المدبر,The manager
بسام,Bassam
اجعلهم,Make them
ضربتك,I hit you
صورت,photograph
الإدراك,perception
مختبرات,laboratories
والدينا,Our parents
يمكنى,I can
الفايروس,virus
اتبعيني,Follow me
الرئتين,lungs
ستيرن,Stern
رمادية,gray
ركّز,to focus
لطيفين,Nice
مفصول,Separated
أسلحتنا,Our weapons
هـا,Ha
فرغت,I finished
بدوار,Dizzy
ترنر,Turner
استخدمته,I used it
يحبونه,They love him
المحبوبة,beloved
التلوث,pollution
زيارتها,Visiting her
السابعه,Seventh
يتجهون,They are heading
تدينين,You condemn
يتوجّب,It is necessary
امين,Amen
جديدًا,New
دامت,It lasted
أودين,Odin
توليد,generation
بالإيمان,By faith
المراقبه,surveillance
بعطلة,On holiday
سكني,residential
بتحسّن,It's getting better
الاميرة,Princess
ساعدها,Help her
أراكما,See you
سمسار,broker
قانونيا,legally
عُلِم,science
فيراري,Ferrari
أشجع,brave
ميسا,Misa
الملصق,poster
بالآخرين,with others
لنشر,To publish
وعرفت,And I knew
سنحتفل,We will celebrate
عدوي,infection
أأستطيع,Can I?
حكيمة,Wise
يداه,His hands
سأضعها,I will put it
مُطلقاً,never
بلدتنا,Our town
بالعثور,By finding
تكتبي,Write
ثلاثمائة,Three hundred
أعطيهم,Give them
كوس,Kos
أتسأل,I wonder
قودي,Goody
تبحثي,You are searching
مارجو,Margot
مشفرة,Encrypted
بدَّ,Bad
التبليغ,Notification
خبيث,malignant
الانفرادي,The solitary
الاغراض,Purposes
تدعين,You claim
محاوله,attempt
لعمله,For his work
الأحكام,rulings
مقابلتها,Interviewing her
يسيرون,They walk
اعتذاري,apologetic
حلويات,candies
شتاء,winter
محلفين,Jurors
ويخرج,And he goes out
أحفل,I celebrated
.أريد,.I want
راجو,Raju
نسيانه,Forgetting him
تصنعين,You make
دلالة,indication
ضمانات,Guarantees
الخالية,The empty
أظنهم,I think they
نهائيا,finally
يسمعون,They hear
كواكب,planets
المقدم,Presenter
منطقه,region
يستعيد,recovers
تسطيع,You can
رف,shelf
نلحق,We catch up
مصيبة,calamity
رأيناها,We saw it
هوجمت,I was attacked
وشاهد,And witness
تناسبك,It suits you
متشوقة,Excited
اضغطي,Press
اللائق,The appropriate
بأقرب,Nearest
بسلاسة,Smoothly
تماماَ,completely
الأبن,son
حرفي,verbatim
بالأشعة,X-rays
بكيفية,How to
الغذائي,food
كذا,Like this
بالإطراء,By flattery
عاتقك,Your shoulder
عدونا,Our enemy
نحتسي,We drink
قاربي,My boat
شمسية,Sunshade
طاقته,His energy
تدريبات,Training
التارديس,TARDIS
سنطلق,We will launch
انهارت,It collapsed
ميريام,Miriam
محتجز,detained
نصفه,Half of it
إيل,deer
تقترحين,You suggest
ورود,roses
ليَعمَلُ,To work
.هل,.Do
اخترعت,invented
ماساتشوستس,Massachusetts
وأعدك,And I promise you
حلقت,I flew
تشويش,confusion
جمالك,Your beauty
مملاً,boring
أكلها,Eat it
لمكتبي,For my office
لَها,she has
خطأى,My mistake
الاشباح,Ghosts
الجادة,The Avenue
الفضي,Silver
سود,black
قيادتي,My leadership
تفحصت,I examined
لااريد,I don't want
لولو,Lulu
كبش,ram
أشياءاً,things
أحفظ,Save
لارس,Lars
لرأسك,For your head
تاريخية,Historical
الغوريلا,Gorilla
أفلت,escaped
مولع,fond of
ناقل,Carrier
المسحوق,powder
بغضون,In the absence of
بحكمة,wisely
اسرار,secrets
تأخذوا,Take
الاربعاء,Wednesday
تشيلي,Chile
الروايات,Novels
الحداد,Mourning
نيوجيرسي,New Jersey
الشغل,Work
كالتي,Like
يكونُ,He is
اؤكد,I confirm
أصمد,Stand firm
الثلاثه,The three
جنونا,madness
يدوي,manual
سويّة,Together
الغرفةِ,The room
أخد,Take
أنجب,Give birth
ودائما,Always
أتقيأ,I'm vomiting
يذوب,melt
لإخبار,To tell
لأبعد,farther
نعالج,We treat
إبنتى,my daughter
تخرس,Shut up
ولسنا,We are not
مهووساً,obsessed
تجمد,freeze
السياح,tourists
جيسى,Jesse
ببراعة,ably
ستجعلك,It will make you
ميس,Mays
إبنتها,her daughter
المدار,orbit
الهيدروجين,hydrogen
ضعهم,Put them
حقيقيُ,TRUE
أسلوبي,stylistic
لوكي,Loki
مساعدك,Your assistant
للهبوط,To land
أيد,Supported
متخصصة,Specialized
حلت,Solved
المحاضرة,Lecture
التنظيم,organization
سكبت,I poured
متعمد,deliberate
فصلي,quarterly
التحاليل,Tests
يفعلوه,They do it
بذكاء,cleverly
سأنتهي,I will finish
عنما,about what
تايلاند,Thailand
استقال,to resign
لازلتِ,You still
إبنتنا,Our daughter
النت,The internet
هيَّا,Let's go
دردشة,Chat
حافظت,Preserved
اسطورة,legend
السارة,The pleasant one
الخطايا,sins
قدامى,old people
علماً,Knowledge
سترسل,You will send
إعتداء,assault
مُسبقاً,pre
سأضربك,I will hit you
جلاكتيكا,Galactica
تمكث,Stay
بالمتعة,Enjoy
ماتبقى,What remains
فصيل,faction
إنكلترا,England
وأخبرتني,And she told me
فليساعدني,Please help me
ركب,Ride
ابدأي,Start
لايهمني,I don't care
أعلميني,Let me know
ستريد,You will
سعرها,Its price
وسترى,And you will see
كـذلك,Likewise
عائلاتهم,Their families
باستطاعتنا,We can
تسليمها,Delivery
مدهشاً,Amazing
هاو,How
للضغط,For pressure
كالأحمق,Like a fool
الضيف,guest
أُناس,people
ايدن,Aiden
إنساناً,human
وسبب,And the reason
الواسعة,wide
خطيبك,Your fiancé
قصتها,Her story
محفوظة,Reserved
الكفاءة,Efficiency
الإرهابية,terrorist
موطني,My homeland
الزجاجات,bottles
شريكتك,Your partner
تركيبة,Formula
مدونة,blog
تشتاق,longing
للطوارئ,For emergencies
تومسون,Thompson
أحضرتِ,You brought
لاكتشاف,To discover
نائمين,Asleep
ظهورنا,Our appearance
بينكِ,Pinky
متاخر,late
أطفالها,Her children
ابلغ,Inform
يستقر,settle
التربية,Education
وفقدت,And lost
لاتقل,Don't say
مالنا,What's wrong with us?
أتحبين,Do you love
سيرجي,Sergei
بالتخلص,By getting rid of
قتلا,They killed
نصيبك,Your share
يخبروني,They tell me
مفرط,excessive
الإنهيار,collapse
واعد,promising
بفندق,Hotel
يؤدى,leads
مخطئون,They are wrong
للعقل,For the mind
مزقت,I tore
هاب,Hab
بربّكِ,For God's sake
الوقـت,Time
لانغ,Lang
خلعت,I took it off
ستقف,It will stand
إلهاء,distraction
تتمنين,You wish
حواء,Eve
ونحتاج,And we need
سرياً,secretly
نتواصل,We communicate
لمنزلها,for her home
مسؤوليتك,Your responsibility
ساحراً,magician
متجهين,Heading
جرايس,Grace
الاغبياء,The stupid
الكليّة,College
لسؤالك,To your question
تنزعج,annoyed
البرميل,barrel
يشعروا,They feel
أدخله,Enter it
الزيّ,The outfit
الاسبانية,Spanish
وزوجي,My husband
يصادف,It happens
لامزيد,No more
وأربعة,and four
ربنا,Our Lord
غرفتنا,Our room
مايسترو,Maestro
التقليد,tradition
المبادئ,Principles
يسبح,swim
نخاف,We are afraid
للقسم,For the section
وتبدو,And it appears
دال,Dal
سأقتلها,I will kill her
أنصح,I recommend
يمتد,It extends
حيـن,When
غارة,raid
نخبره,We tell him
المصاعد,Elevators
دونها,Without it
ستغادرين,You will leave
شرائها,Buy it
رحيلي,My departure
الخردل,mustard
لتظهر,To appear
البلازما,Plasma
للاعتذار,To apologize
إيرك,Eric
السّماء,the sky
بعملٍ,By work
لإكتشاف,To discover
للقوات,Forces
أبعدي,Keep away
يومه,His day
سّيدة,Mrs
سمعتهم,I heard them
هوكي,hockey
أناقش,I discuss
اشتاق,I miss you
لمساعدتها,To help her
بارلو,Barlow
جعلتنى,You made me
إذاعة,broadcast
ستصاب,You will get
اكرر,I repeat
ترافس,Travis
الرّب,Lord
بالترتيب,In order
بالفرنسية,In French
القروض,Loans
الظواهر,phenomena
فولر,Fuller
تُطلق,Launch
أتعجب,I am surprised
الآلام,Pains
رسمها,He drew it
مدركة,aware
يستغل,exploits
هادئه,quiet
تغلبت,I overcame
مدرج,Listed
فـى,In
كريسماس,Christmas
شيكات,Checks
توافقني,Do you agree with me?
دارنيل,Darnell
جيبسون,Gibson
مالامر,What's wrong?
بحالٍ,In any case
راقي,fancy
النخبة,elite
إجابتك,Your answer
حلفاء,Allies
صديقٌ,friend
بتأمين,Insurance
تحذيرك,Your warning
فالكون,Falcon
دوين,Duane
التمتع,Enjoy
واثنين,Two
تـم,Done
اخبري,Tell me
تشاركنا,Share with us
الألياف,fiber
دراستك,Your studies
افهمك,I understand you
سيدمر,It will destroy
شرفة,balcony
وحتّى,And even
الشرائط,ribbons
وصفها,Describe it
ارتباط,correlation
وسبعون,seventy
صَغير,small
متشرد,tramp
بهن,With them
الكسر,Fraction
أبت,Father
سيخبرك,He will tell you
أوقن,I am certain
وضحاها,And its light
الأردن,Jordan
منزلا,home
فرنك,franc
أغراضه,His belongings
ودية,friendly
كأسا,Cup
حذرًا,Be careful
بالغابة,In the forest
المظلة,umbrella
هنــاك,There
تعرفنى,Do you know me?
لموعد,For an appointment
مصيره,His fate
نظم,Organized
السّيدِ,Mr
أعمالهم,Their works
الطموح,Ambition
عبوة,Package
هيونج,Hyung
الحقد,hatred
الصوف,wool
التحلية,Dessert
ستفي,It will fulfill
الزرع,planting
تسمعوا,Listen
إمراة,woman
الشرّ,evil
الشقي,The unlucky one
سأصاب,I will get
سفري,My travel
الإبقاء,Keeping
يختفون,They disappear
ألذي,that
تلوث,pollution
يهود,Jewish
